0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y,push_down,push_up
0.04320146149280025,0.4030018738050501,0.04226723465265012,0.33763386529206224,0.0,0.0,0.08434747434129902,0.2526670045490506,0.0,0.0,0.1693951176662071,0.3640373648470464,0.17955800972732844,0.3476459487078059,0.26704189325469774,0.7221463360363924,0.3079348894505719,0.6166349644399394,0.1539374258003983,0.8575963531365375,0.24615243151296978,0.7221782700421941,0.46604590322457107,0.24166239163040612,0.4748050066380719,0.3026666440038238,0.6913599749795751,0.6088587764949235,0.7048623876633987,0.4608726018591772,0.95045166015625,0.5339528015394251,0.9011936561734069,0.5163275481276371,1,0
0.5017667380712365,0.746333644701087,0.5447527157363071,0.6647881991621377,0.45987315844464044,0.675462451879529,0.619844005953881,0.43921853770380437,0.3807638845136089,0.457839744678442,0.7059992308257729,0.2677868829257246,0.2782002931000084,0.27506368885869564,0.9059203773416499,0.21922695878623188,0.06937638149466566,0.2640237559442935,0.8976894911899361,0.7504293690557066,0.10646795457409274,0.7807043987771739,0.590401598202285,0.6377903150475543,0.3419565180296539,0.6547219981317934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
0.8837616841668423,0.8079430922022406,0.0,0.0,0.8881782415946459,0.7609141059320249,0.0,0.0,0.846151059232715,0.6338262429455862,0.7164594833605608,0.4751858364218329,0.6838162761514545,0.4851936278638814,0.5900170774926222,0.0667987833768531,0.46663558985692455,0.309631512171496,0.6524987566531408,0.17084645068227763,0.4188795942078151,0.7680973351162399,0.3893470699831366,0.35509661651364555,0.3731453752437289,0.2876216754759097,0.23369393823118675,0.40460682172338275,0.20073984284425064,0.42930500205315025,0.09588656497845963,0.1844554808583221,0.053988065928673064,0.3084203509307615,1,0
0.5117993624705188,0.28129927608944955,0.5533585458431604,0.2365210296910837,0.4707437602657513,0.24230029104890236,0.619770224846277,0.16917553422960355,0.4005722498315364,0.18052891322544642,0.7103748578588275,0.28157613411799637,0.3220432003874663,0.2961438180266014,0.8005711640309131,0.6075708231794725,0.2028667110638477,0.6145597885351819,0.8717544432277629,0.8736333884542923,0.12619684841433626,0.8938345052936599,0.6422706460053066,0.4786128972804718,0.4269092487839033,0.48526868907683485,0.6061748494356469,0.653927704297387,0.41980375305340295,0.6630681789093218,0.5359327619609164,0.7471550257771543,0.43282677992334906,0.7628831375942006,0,1
0.05174277989595211,0.27763950581453284,0.042874639635075186,0.2210183046302017,0.0,0.0,0.08674288394105883,0.12295563366948342,0.0,0.0,0.16803037671705745,0.18389343728824536,0.19267814053369084,0.2487218817886041,0.21415205882647698,0.5384181275659677,0.2464602045213619,0.5420588279257015,0.18797841610359356,0.894361534897162,0.22526793876830636,0.8734627548529177,0.4866898122372078,0.2068194175253109,0.49724370941196905,0.2924481216742068,0.6655414020186003,0.5315600025410555,0.6916279113143172,0.5404228677555006,0.936884637569484,0.6677995020029496,0.9043845651902793,0.726386478969029,0,1
0.04845915815903055,0.2505308429846603,0.05309051473143883,0.19803512230348053,0.0,0.0,0.10410034260743484,0.13068741359067768,0.0,0.0,0.17468383302726595,0.23325579353932585,0.19494726173431276,0.26326897438992275,0.17313900728466344,0.6029687088527037,0.21157338419758467,0.5569710035002633,0.12530762772477796,0.8911952329485604,0.13754410256110972,0.900793182715941,0.4666427875736637,0.272638256630201,0.48158902476033366,0.33029020502326195,0.6691001294301959,0.5663096395771156,0.6794302283055279,0.5752181149600597,0.957403621192314,0.6639253423455056,0.9145481874584993,0.7378450886587079,0,1
0.0540479118441358,0.8196971697389539,0.048313941484616124,0.7397903488481873,0.0,0.0,0.07847121438862364,0.622298410651907,0.0,0.0,0.15320389359085648,0.5081779733525302,0.17298881624951776,0.7006655229182401,0.31692482277199074,0.2767153276057402,0.3229718620394483,0.4775409064624245,0.3384548611111111,0.7520556493108006,0.0,0.0,0.46410164538724924,0.3493608088651813,0.4756209762008102,0.5401869482864426,0.7003197940779321,0.6223362118816088,0.7041060082706404,0.5299020634677115,0.9401266969280478,0.3943614210607062,0.8996123890817901,0.5376286348187311,1,0
0.07777004459511644,0.22561212724639926,0.10813451266560718,0.17192877967365094,0.05997818051182272,0.19227423483935088,0.2139744631691124,0.1591281512979422,0.0,0.0,0.3992122751678351,0.29796771386616916,0.14930046284606702,0.3779820669927985,0.4955691493509387,0.6139824860287408,0.14288463520006536,0.6697392150433394,0.5620457174206868,0.9014950494696624,0.1424118448119653,0.889691524883505,0.6302790768699501,0.4308276927259841,0.4534879619177757,0.49359041756957117,0.7953922866415162,0.6196027483258929,0.48505636585076045,0.6943709420213112,0.9301123093289567,0.7505458159541188,0.6164023975908983,0.8310217832499674,0,1
0.06910645597366266,0.7662389418658089,0.05783273336371257,0.6846273983226103,0.0,0.0,0.08136112929431633,0.5278801413143382,0.0,0.0,0.16524200534642078,0.4201685288373162,0.17835763418443934,0.6419871610753677,0.32374973499395665,0.2664838005514706,0.0,0.0,0.32960347480797725,0.7722211052389706,0.0,0.0,0.4752810282478166,0.32613848517922794,0.48630935373859563,0.5279982622931986,0.7075639273773784,0.605299467198989,0.7238828929156269,0.5411613913143383,0.957298312124727,0.38965346392463235,0.9256524022340923,0.5322576186236213,1,0
0.04499658839322068,0.3462722018303999,0.04301439713965798,0.2805316091954023,0.0,0.0,0.0882086440095684,0.1924900332629909,0.0,0.0,0.18121149019620317,0.3023026857339559,0.19114439526287663,0.31912044364373804,0.27431644601231675,0.6757246580160441,0.3090861665309446,0.642789877237488,0.15919412122098942,0.8606040048416547,0.2097874545119096,0.8006471363520714,0.4692757373524023,0.27356167497306033,0.47787640599552117,0.34265417340158044,0.6829798198289903,0.5976694625912955,0.703715708978013,0.5038731600589679,0.942764053593241,0.5713631933219588,0.9023301512876629,0.596128149507603,0,1
